id,nama_resep,bahan_resep,bahan_alergen,daerah_resep,umur_resep
190,Kurma Silky Pudding,"susu segar, kurma, agar-agar, bubuk jeli",gelatin,Indonesia,6-8 Bulan
191,Sweet Potato and Orange Cheese Pancake,"ubi jalar, tepung terigu, gula pasir, baking powder, soda kue, yogurt tawar, telur, mentega tawar, saus nanas",tepung,Indonesia,6-8 Bulan
191,Sweet Potato and Orange Cheese Pancake,"ubi jalar, tepung terigu, gula pasir, baking powder, soda kue, yogurt tawar, telur, mentega tawar, saus nanas",yogurt,Indonesia,6-8 Bulan
191,Sweet Potato and Orange Cheese Pancake,"ubi jalar, tepung terigu, gula pasir, baking powder, soda kue, yogurt tawar, telur, mentega tawar, saus nanas",mentega,Indonesia,6-8 Bulan
191,Sweet Potato and Orange Cheese Pancake,"ubi jalar, tepung terigu, gula pasir, baking powder, soda kue, yogurt tawar, telur, mentega tawar, saus nanas",keju,Indonesia,6-8 Bulan
191,Sweet Potato and Orange Cheese Pancake,"ubi jalar, tepung terigu, gula pasir, baking powder, soda kue, yogurt tawar, telur, mentega tawar, saus nanas",telur,Indonesia,6-8 Bulan
192,Bola-bola Tahu Kacang Merah,"tahu, kacang merah, telur, wortel, daun bawang, tepung terigu, lada putih, garam, keju, tepung panir",tahu,Indonesia,6-8 Bulan
192,Bola-bola Tahu Kacang Merah,"tahu, kacang merah, telur, wortel, daun bawang, tepung terigu, lada putih, garam, keju, tepung panir",kacang,Indonesia,6-8 Bulan
192,Bola-bola Tahu Kacang Merah,"tahu, kacang merah, telur, wortel, daun bawang, tepung terigu, lada putih, garam, keju, tepung panir",tepung,Indonesia,6-8 Bulan
192,Bola-bola Tahu Kacang Merah,"tahu, kacang merah, telur, wortel, daun bawang, tepung terigu, lada putih, garam, keju, tepung panir",telur,Indonesia,6-8 Bulan
193,Mango Popsicle,"mangga, madu, air perasan jeruk lemon, air",,Indonesia,6-8 Bulan
194,Bubur Oat Pisang  Keju,"oat, pisang, air/susu/kaldu",susu,Indonesia,6-8 Bulan
194,Bubur Oat Pisang  Keju,"oat, pisang, air/susu/kaldu",keju,Indonesia,6-8 Bulan
195,Kembang Kol Goreng Krispi,"kembang kol, tepung terigu, garam, lada bubuk, bawang putih bubuk, oregano, minyak, air biasa",tepung,Indonesia,6-8 Bulan
196,Pumpkin Pancakes,"tepung terigu, gula, baking powder, kayu manis bubuk, jahe bubuk, garam, pala, susu UHT, pure labu, mentega, telur",tepung,Indonesia,6-8 Bulan
196,Pumpkin Pancakes,"tepung terigu, gula, baking powder, kayu manis bubuk, jahe bubuk, garam, pala, susu UHT, pure labu, mentega, telur",susu,Indonesia,6-8 Bulan
196,Pumpkin Pancakes,"tepung terigu, gula, baking powder, kayu manis bubuk, jahe bubuk, garam, pala, susu UHT, pure labu, mentega, telur",mentega,Indonesia,6-8 Bulan
196,Pumpkin Pancakes,"tepung terigu, gula, baking powder, kayu manis bubuk, jahe bubuk, garam, pala, susu UHT, pure labu, mentega, telur",telur,Indonesia,6-8 Bulan
197,Roti Abon Mayonaise,"roti tawar, mayonnaise, susu kental manis, abon",roti,Indonesia,6-8 Bulan
197,Roti Abon Mayonaise,"roti tawar, mayonnaise, susu kental manis, abon",mayonnaise,Indonesia,6-8 Bulan
197,Roti Abon Mayonaise,"roti tawar, mayonnaise, susu kental manis, abon",susu,Indonesia,6-8 Bulan
198,Crispy Potato & Tuna Mayo Sauce,"kentang, bawang putih, garam, tepung terigu, tepung serbaguna, telur, ikan tuna, mayonnaise, dried parsley, lada, garam",tepung,Indonesia,9-11 Bulan
198,Crispy Potato & Tuna Mayo Sauce,"kentang, bawang putih, garam, tepung terigu, tepung serbaguna, telur, ikan tuna, mayonnaise, dried parsley, lada, garam",telur,Indonesia,9-11 Bulan
198,Crispy Potato & Tuna Mayo Sauce,"kentang, bawang putih, garam, tepung terigu, tepung serbaguna, telur, ikan tuna, mayonnaise, dried parsley, lada, garam",ikan,Indonesia,9-11 Bulan
198,Crispy Potato & Tuna Mayo Sauce,"kentang, bawang putih, garam, tepung terigu, tepung serbaguna, telur, ikan tuna, mayonnaise, dried parsley, lada, garam",mayonnaise,Indonesia,9-11 Bulan
199,Mentai Udang Wortel,"nasi, mentega, bawang putih, bawang bombay, wortel, udang, telur, air, mayonnaise, keju, seledri",mentega,Indonesia,9-11 Bulan
199,Mentai Udang Wortel,"nasi, mentega, bawang putih, bawang bombay, wortel, udang, telur, air, mayonnaise, keju, seledri",udang,Indonesia,9-11 Bulan
199,Mentai Udang Wortel,"nasi, mentega, bawang putih, bawang bombay, wortel, udang, telur, air, mayonnaise, keju, seledri",telur,Indonesia,9-11 Bulan
199,Mentai Udang Wortel,"nasi, mentega, bawang putih, bawang bombay, wortel, udang, telur, air, mayonnaise, keju, seledri",keju,Indonesia,9-11 Bulan
199,Mentai Udang Wortel,"nasi, mentega, bawang putih, bawang bombay, wortel, udang, telur, air, mayonnaise, keju, seledri",mayonnaise,Indonesia,9-11 Bulan
200,Bola Nasi Ikan Salmon Mayo,"ikan salmon, nasi, mayonnaise, keju parut, air, margarin, bawang bombay, minyak wijen, parsley, garam, gula pasir, kaldu bubuk",ikan,Indonesia,9-11 Bulan
200,Bola Nasi Ikan Salmon Mayo,"ikan salmon, nasi, mayonnaise, keju parut, air, margarin, bawang bombay, minyak wijen, parsley, garam, gula pasir, kaldu bubuk",mayonnaise,Indonesia,9-11 Bulan
200,Bola Nasi Ikan Salmon Mayo,"ikan salmon, nasi, mayonnaise, keju parut, air, margarin, bawang bombay, minyak wijen, parsley, garam, gula pasir, kaldu bubuk",keju,Indonesia,9-11 Bulan
201,Roti Salmon Mayo,"salmon, roti tawar, mayonnaise, saos tomat, parsley, keju, mentega/margarin",ikan,,6-8 Bulan
201,Roti Salmon Mayo,"salmon, roti tawar, mayonnaise, saos tomat, parsley, keju, mentega/margarin",roti,,6-8 Bulan
201,Roti Salmon Mayo,"salmon, roti tawar, mayonnaise, saos tomat, parsley, keju, mentega/margarin",mayonnaise,,6-8 Bulan
201,Roti Salmon Mayo,"salmon, roti tawar, mayonnaise, saos tomat, parsley, keju, mentega/margarin",keju,,6-8 Bulan
202,Ikan Dori Saus Mayo,"ikan dori, brokoli, tomat merah, mayonnaise, lada bubuk, kaldu bubuk, bawang putih",ikan,Indonesia,6-8 Bulan
202,Ikan Dori Saus Mayo,"ikan dori, brokoli, tomat merah, mayonnaise, lada bubuk, kaldu bubuk, bawang putih",mayonnaise,Indonesia,6-8 Bulan
203,Beef Stroganoff,"daging wagyu, mentega truffle garlic, bawang bombay, bawang putih bubuk, paprika, cooking cream, mayonnaise, garam, kecap inggris",mayonnaise,Indonesia,6-8 Bulan
203,Beef Stroganoff,"daging wagyu, mentega truffle garlic, bawang bombay, bawang putih bubuk, paprika, cooking cream, mayonnaise, garam, kecap inggris",krim,Indonesia,6-8 Bulan
204,Buffalo Chicken Toast,"ayam bagian dada, mayonnaise, lada hitam, himalayan salt, bawang bombay, bawnag putih, minyak zaitun, oregano, margarin, roti tawar",roti,Indonesia,6-8 Bulan
204,Buffalo Chicken Toast,"ayam bagian dada, mayonnaise, lada hitam, himalayan salt, bawang bombay, bawnag putih, minyak zaitun, oregano, margarin, roti tawar",mayonnaise,Indonesia,6-8 Bulan
205,Pancake Satan Keju Madu,"bubuk pancake, santan kara, susu uht full cream, keju, margarin,madu, telur, mayonnaise, garam",keju,Indonesia,6-8 Bulan
205,Pancake Satan Keju Madu,"bubuk pancake, santan kara, susu uht full cream, keju, margarin,madu, telur, mayonnaise, garam",mayonnaise,Indonesia,6-8 Bulan
206,Egg Mayo Sando,"mayonnaise, roti tawar putih, telur puyuh, susu uht plain, garam, gula",susu,Indonesia,6-8 Bulan
206,Egg Mayo Sando,"mayonnaise, roti tawar putih, telur puyuh, susu uht plain, garam, gula",roti,Indonesia,6-8 Bulan
206,Egg Mayo Sando,"mayonnaise, roti tawar putih, telur puyuh, susu uht plain, garam, gula",telur,Indonesia,6-8 Bulan
